customer_id,usage_month,model_version,monthly_api_volume,uptime,explainability_queries,explanations_actioned,rules_configured,retention_risk
CUST-007,2025-09-01,v3.2,20576928,0.99928,5791,88,14,low
CUST-007,2025-10-01,v3.2,23044299,0.99988,5946,122,10,low
CUST-007,2025-11-01,v3.2,22462616,0.99901,6422,68,7,low
CUST-007,2025-12-01,v3.2,19811796,0.99863,6230,124,9,low
CUST-008,2025-01-01,v3.0,17739576,0.99976,5718,42,23,low
CUST-008,2025-02-01,v3.0,19049480,0.99949,6745,82,2,low
CUST-008,2025-03-01,v3.0,15596934,0.99872,4904,93,7,low
CUST-008,2025-04-01,v3.0,20762586,0.99981,6841,50,3,low
CUST-008,2025-05-01,v3.1,16154103,0.99979,4609,50,6,low
CUST-008,2025-06-01,v3.1,18980150,0.99865,6633,126,17,low
CUST-008,2025-07-01,v3.1,18336843,0.99977,6368,74,23,low
CUST-008,2025-08-01,v3.1,17718108,0.99969,4833,41,6,low
CUST-008,2025-09-01,v3.2,22232454,0.99972,7862,108,1,low
CUST-008,2025-10-01,v3.2,19838523,0.9999,6726,137,9,low
CUST-008,2025-11-01,v3.2,18823116,0.99894,5374,81,9,low
CUST-008,2025-12-01,v3.2,20227107,0.99916,7589,47,5,low
CUST-009,2025-01-01,v3.0,5929778,0.99988,2048,14,10,low
CUST-009,2025-02-01,v3.0,4820826,0.99855,1420,14,5,low
CUST-009,2025-03-01,v3.0,6108826,0.99951,1745,22,8,low
CUST-009,2025-04-01,v3.0,5989596,0.9991,2285,44,21,low
CUST-009,2025-05-01,v3.1,6924085,0.99991,2265,38,22,low
CUST-009,2025-06-01,v3.1,4976145,0.9993,1791,17,12,low
CUST-009,2025-07-01,v3.1,6401101,0.99898,1650,19,21,low
CUST-009,2025-08-01,v3.1,6336988,0.99908,2199,18,15,low
CUST-009,2025-09-01,v3.2,6161966,0.99958,2336,20,18,low
CUST-009,2025-10-01,v3.2,7212897,0.9985,2352,51,1,low
CUST-009,2025-11-01,v3.2,5622836,0.99951,1988,31,5,low
CUST-009,2025-12-01,v3.2,6315038,0.99912,2318,31,8,low
CUST-010,2025-01-01,v3.0,4779291,0.99857,1354,15,12,low
CUST-010,2025-02-01,v3.0,4750690,0.9988,1541,10,6,low
CUST-010,2025-03-01,v3.0,5706117,0.9988,1509,24,9,low
CUST-010,2025-04-01,v3.0,6326322,0.99916,1906,17,12,low
CUST-010,2025-05-01,v3.1,5017069,0.99885,1687,34,5,low
CUST-010,2025-06-01,v3.1,6461376,0.99994,2368,45,1,low
CUST-010,2025-07-01,v3.1,5073309,0.99951,1323,17,2,low
CUST-010,2025-08-01,v3.1,6930852,0.9996,2089,32,19,low
CUST-010,2025-09-01,v3.2,5963157,0.99987,1700,28,22,low
CUST-010,2025-10-01,v3.2,7330264,0.99968,2598,36,1,low
CUST-010,2025-11-01,v3.2,5928160,0.99987,1663,36,6,low
CUST-010,2025-12-01,v3.2,6799045,0.99927,2372,17,13,low
CUST-011,2025-01-01,v3.0,4842547,0.99893,1654,23,12,low
CUST-011,2025-02-01,v3.0,4982592,0.99941,1696,23,13,low
CUST-011,2025-03-01,v3.0,5855647,0.99903,1812,26,11,low
CUST-011,2025-04-01,v3.0,5930459,0.99973,1575,31,10,low
CUST-011,2025-05-01,v3.1,5020573,0.99962,1455,16,9,low
CUST-011,2025-06-01,v3.1,5261307,0.99982,1357,19,22,low
CUST-011,2025-07-01,v3.1,6902554,0.99966,2434,31,21,low
CUST-011,2025-08-01,v3.1,5438933,0.99956,1991,14,9,low
CUST-011,2025-09-01,v3.2,5767662,0.99905,1998,39,5,low
CUST-011,2025-10-01,v3.2,6061201,0.99852,1886,12,5,low
CUST-011,2025-11-01,v3.2,6079064,0.99855,2089,23,24,low
CUST-011,2025-12-01,v3.2,5855551,0.99942,1742,31,3,low
CUST-012,2025-01-01,v3.0,6318948,0.99925,1740,38,16,low
CUST-012,2025-02-01,v3.0,6121920,0.99875,1734,35,8,low
CUST-012,2025-03-01,v3.0,6057191,0.99921,1694,37,17,low
CUST-012,2025-04-01,v3.0,6796762,0.99858,2592,24,10,low
CUST-012,2025-05-01,v3.1,5317526,0.99957,1762,11,24,low
CUST-012,2025-06-01,v3.1,6422339,0.99859,1763,38,5,low
CUST-012,2025-07-01,v3.1,5601030,0.99975,1633,24,11,low
CUST-012,2025-08-01,v3.1,5530744,0.99976,1559,23,7,low
CUST-012,2025-09-01,v3.2,6672166,0.99869,2193,45,9,low
CUST-012,2025-10-01,v3.2,7347139,0.99981,1980,36,18,low
CUST-012,2025-11-01,v3.2,6513921,0.99967,1725,33,2,low
CUST-012,2025-12-01,v3.2,7627265,0.99921,2075,19,6,low
CUST-013,2025-01-01,v3.0,6485010,0.99864,2111,29,16,low
CUST-013,2025-02-01,v3.0,6457551,0.99941,1937,38,18,low
CUST-013,2025-03-01,v3.0,4842456,0.99854,1777,19,8,low
CUST-013,2025-04-01,v3.0,5254360,0.99882,1802,30,2,low
CUST-013,2025-05-01,v3.1,6081271,0.99917,2056,41,22,low
CUST-013,2025-06-01,v3.1,6528591,0.99898,2027,22,14,low
CUST-013,2025-07-01,v3.1,7145094,0.99985,2420,24,15,low
CUST-013,2025-08-01,v3.1,6852387,0.99969,2201,24,12,low
CUST-013,2025-09-01,v3.2,5274694,0.99868,1403,15,5,low
CUST-013,2025-10-01,v3.2,6734313,0.99932,1965,43,1,low
CUST-013,2025-11-01,v3.2,6961081,0.99988,2642,47,13,low
CUST-013,2025-12-01,v3.2,6681133,0.99854,2115,28,16,low
CUST-014,2025-01-01,v3.0,5714880,0.99934,1510,14,12,low
CUST-014,2025-02-01,v3.0,6506240,0.99855,1690,19,15,low
CUST-014,2025-03-01,v3.0,6691941,0.99899,1803,35,1,low
CUST-014,2025-04-01,v3.0,5983161,0.99973,1651,33,24,low
CUST-014,2025-05-01,v3.1,6512817,0.99909,2164,13,15,low
CUST-014,2025-06-01,v3.1,6493698,0.9996,2248,29,2,low
CUST-014,2025-07-01,v3.1,5998035,0.99875,1601,17,23,low
CUST-014,2025-08-01,v3.1,6626630,0.99863,2008,22,3,low
CUST-014,2025-09-01,v3.2,6804473,0.99995,1829,39,13,low
CUST-014,2025-10-01,v3.2,7367920,0.99917,2143,40,22,low
CUST-014,2025-11-01,v3.2,7240247,0.99872,2601,54,11,low
CUST-014,2025-12-01,v3.2,7518345,0.99868,2238,45,10,low
CUST-015,2025-01-01,v3.0,4584891,0.99894,1402,11,18,low
CUST-015,2025-02-01,v3.0,6062269,0.99878,2189,37,20,low
CUST-015,2025-03-01,v3.0,5063737,0.99968,1410,14,17,low
CUST-015,2025-04-01,v3.0,6780409,0.99945,2374,19,2,low
CUST-015,2025-05-01,v3.1,5258376,0.99912,1487,13,13,low
CUST-015,2025-06-01,v3.1,6944245,0.99898,2419,22,19,low
CUST-015,2025-07-01,v3.1,5241604,0.99859,1578,32,22,low
CUST-015,2025-08-01,v3.1,5681993,0.99886,1616,33,23,low
CUST-015,2025-09-01,v3.2,6909753,0.99851,1953,41,21,low
CUST-015,2025-10-01,v3.2,6724152,0.99943,2107,37,13,low
CUST-015,2025-11-01,v3.2,6842626,0.99967,2352,33,19,low
CUST-015,2025-12-01,v3.2,5887317,0.99886,1743,28,12,low
CUST-016,2025-01-01,v3.0,4938295,0.99891,1810,13,22,low
CUST-016,2025-02-01,v3.0,6431047,0.99912,2225,46,10,low
CUST-016,2025-03-01,v3.0,5698806,0.99918,1566,31,8,low
CUST-016,2025-04-01,v3.0,5668855,0.99923,1621,24,14,low
CUST-016,2025-05-01,v3.1,5613912,0.99995,1582,18,8,low
CUST-016,2025-06-01,v3.1,6987638,0.9996,1907,24,9,low
CUST-016,2025-07-01,v3.1,5553436,0.99892,1875,12,2,low
CUST-016,2025-08-01,v3.1,7096188,0.99856,2270,22,20,low
CUST-016,2025-09-01,v3.2,5519401,0.99883,1772,21,15,low
CUST-016,2025-10-01,v3.2,6120073,0.9993,1627,21,13,low
CUST-016,2025-11-01,v3.2,6035344,0.99954,1766,28,1,low
CUST-016,2025-12-01,v3.2,7027986,0.99877,1984,19,17,low
CUST-017,2025-01-01,v3.0,6023207,0.99892,1966,32,13,low
CUST-017,2025-02-01,v3.0,4801660,0.9997,1241,8,7,low
CUST-017,2025-03-01,v3.0,6709451,0.99989,1841,36,10,low
CUST-017,2025-04-01,v3.0,5722249,0.99892,1992,31,15,low
CUST-017,2025-05-01,v3.1,5090483,0.99859,1675,28,23,low
CUST-017,2025-06-01,v3.1,6192866,0.99966,1804,38,12,low
CUST-017,2025-07-01,v3.1,5894114,0.99924,2264,26,10,low
CUST-017,2025-08-01,v3.1,6703274,0.99867,2326,30,13,low
CUST-017,2025-09-01,v3.2,6695988,0.9999,2094,40,2,low
CUST-017,2025-10-01,v3.2,6254296,0.99934,1653,36,24,low
CUST-017,2025-11-01,v3.2,6035393,0.9998,1692,36,14,low
CUST-017,2025-12-01,v3.2,6515844,0.99865,2279,40,2,low
CUST-018,2025-01-01,v3.0,5011907,0.99915,1880,34,4,low
CUST-018,2025-02-01,v3.0,5153192,0.99985,1795,14,19,low
CUST-018,2025-03-01,v3.0,6170527,0.99894,2143,40,4,low
CUST-018,2025-04-01,v3.0,5622440,0.99897,1545,29,13,low
CUST-018,2025-05-01,v3.1,5739844,0.99911,1551,19,9,low
CUST-018,2025-06-01,v3.1,6130950,0.99945,1827,27,2,low
CUST-018,2025-07-01,v3.1,6802912,0.99981,2455,51,19,low
CUST-018,2025-08-01,v3.1,6860998,0.99899,2077,17,23,low
CUST-018,2025-09-01,v3.2,5349530,0.99959,1753,14,19,low
CUST-018,2025-10-01,v3.2,6118906,0.99983,1705,17,5,low
CUST-018,2025-11-01,v3.2,6794528,0.99907,1800,23,6,low
CUST-018,2025-12-01,v3.2,6033733,0.99972,2006,13,18,low
CUST-019,2025-01-01,v3.0,5769430,0.99914,1949,35,12,low
CUST-019,2025-02-01,v3.0,6194870,0.99869,2096,33,9,low
CUST-019,2025-03-01,v3.0,4937638,0.99975,1553,28,24,low
CUST-019,2025-04-01,v3.0,6055916,0.99994,2230,32,2,low
CUST-019,2025-05-01,v3.1,5311731,0.99886,1402,20,7,low
CUST-019,2025-06-01,v3.1,5364831,0.99943,1590,30,13,low
CUST-019,2025-07-01,v3.1,6440833,0.99977,2025,20,11,low
CUST-019,2025-08-01,v3.1,5998145,0.99875,1623,21,12,low
CUST-019,2025-09-01,v3.2,7163612,0.99964,2094,20,9,low
CUST-019,2025-10-01,v3.2,5601583,0.9993,2118,35,23,low
CUST-019,2025-11-01,v3.2,5513736,0.99943,1948,25,24,low
CUST-019,2025-12-01,v3.2,5893783,0.99952,1843,27,15,low
CUST-020,2025-01-01,v3.0,6484846,0.99876,2133,41,15,low
CUST-020,2025-02-01,v3.0,5147664,0.99869,1527,29,15,low
CUST-020,2025-03-01,v3.0,4849603,0.99962,1315,18,4,low
CUST-020,2025-04-01,v3.0,5154836,0.99945,1696,30,14,low
CUST-020,2025-05-01,v3.1,5045735,0.99988,1325,11,21,low
CUST-020,2025-06-01,v3.1,6111725,0.99926,1605,23,3,low
CUST-020,2025-07-01,v3.1,5847745,0.99873,1621,22,4,low
CUST-020,2025-08-01,v3.1,7307555,0.99968,2485,22,17,low
CUST-020,2025-09-01,v3.2,5604121,0.99921,1868,29,3,low
CUST-020,2025-10-01,v3.2,7366404,0.99975,2822,20,8,low
CUST-020,2025-11-01,v3.2,5378161,0.99912,1609,13,13,low
CUST-020,2025-12-01,v3.2,6004325,0.99872,2151,40,8,low
CUST-021,2025-01-01,v3.0,7462018,0.99891,2059,23,16,low
CUST-021,2025-02-01,v3.0,6479982,0.99913,1960,27,3,low
CUST-021,2025-03-01,v3.0,7331415,0.99901,2382,46,23,low
CUST-021,2025-04-01,v3.0,6278239,0.99853,1842,12,5,low
CUST-021,2025-05-01,v3.1,8748852,0.99933,2653,52,14,low
CUST-021,2025-06-01,v3.1,8380194,0.99859,2430,39,13,low
CUST-021,2025-07-01,v3.1,8023388,0.99924,2795,57,8,low
CUST-021,2025-08-01,v3.1,7604105,0.99874,2219,31,2,low
CUST-021,2025-09-01,v3.2,6670044,0.99877,2033,43,6,low
CUST-021,2025-10-01,v3.2,7890224,0.9996,2213,16,11,low
CUST-021,2025-11-01,v3.2,8477567,0.99872,2378,46,17,low
CUST-021,2025-12-01,v3.2,9617481,0.99853,2648,40,18,low
CUST-022,2025-01-01,v3.0,6969460,0.99968,2582,32,1,low
CUST-022,2025-02-01,v3.0,8341450,0.99886,2198,35,9,low
CUST-022,2025-03-01,v3.0,8433351,0.9989,2351,18,16,low
CUST-022,2025-04-01,v3.0,7514775,0.99885,2357,50,11,low
CUST-022,2025-05-01,v3.1,8759007,0.99937,2380,52,17,low
CUST-022,2025-06-01,v3.1,7944534,0.99929,2056,32,19,low
CUST-022,2025-07-01,v3.1,8307519,0.99893,2132,42,9,low
CUST-022,2025-08-01,v3.1,6499311,0.9996,2019,25,8,low
CUST-022,2025-09-01,v3.2,7509307,0.9995,2039,24,14,low
CUST-022,2025-10-01,v3.2,8157489,0.99856,2730,17,21,low
CUST-022,2025-11-01,v3.2,8802588,0.99964,3142,44,16,low
CUST-022,2025-12-01,v3.2,7702576,0.9986,2582,46,4,low
CUST-023,2025-01-01,v3.0,6886871,0.99966,2468,19,15,low
CUST-023,2025-02-01,v3.0,6515290,0.99929,1984,17,12,low
CUST-023,2025-03-01,v3.0,6089472,0.99877,1970,37,6,low
CUST-023,2025-04-01,v3.0,7784171,0.999,2922,20,7,low
CUST-023,2025-05-01,v3.1,6821910,0.99887,2155,17,13,low
CUST-023,2025-06-01,v3.1,8290668,0.9995,2225,32,14,low
CUST-023,2025-07-01,v3.1,6491907,0.99919,1903,18,23,low
CUST-023,2025-08-01,v3.1,6767967,0.99923,2139,45,23,low
CUST-023,2025-09-01,v3.2,7715602,0.9991,2090,19,4,low
CUST-023,2025-10-01,v3.2,8286042,0.99854,2918,57,10,low
CUST-023,2025-11-01,v3.2,7845652,0.99888,2523,22,21,low
CUST-023,2025-12-01,v3.2,8701864,0.9987,2662,26,23,low
CUST-024,2025-01-01,v3.0,5863571,0.99964,1673,26,2,low
CUST-024,2025-02-01,v3.0,7773432,0.99975,2337,31,24,low
CUST-024,2025-03-01,v3.0,6496390,0.99919,2187,24,6,low
CUST-024,2025-04-01,v3.0,7453816,0.99941,2030,18,10,low
CUST-024,2025-05-01,v3.1,8050755,0.99859,2570,21,16,low
CUST-024,2025-06-01,v3.1,7554394,0.99887,2417,19,21,low
CUST-024,2025-07-01,v3.1,7286447,0.99873,2746,30,8,low
CUST-024,2025-08-01,v3.1,9299102,0.99914,2469,33,5,low
CUST-024,2025-09-01,v3.2,8054556,0.99874,2115,29,18,low
CUST-024,2025-10-01,v3.2,9131683,0.99993,2562,35,8,low
CUST-024,2025-11-01,v3.2,9599338,0.99965,3043,26,2,low
CUST-024,2025-12-01,v3.2,9640166,0.99882,3001,40,11,low
CUST-025,2025-01-01,v3.0,6174397,0.99902,1692,25,5,low
CUST-025,2025-02-01,v3.0,6259896,0.9992,2112,30,16,low
CUST-025,2025-03-01,v3.0,6042448,0.99931,1564,16,13,low
CUST-025,2025-04-01,v3.0,6348094,0.99872,1638,15,19,low
CUST-025,2025-05-01,v3.1,6816309,0.99949,1832,18,12,low
CUST-025,2025-06-01,v3.1,7539862,0.9998,2287,27,15,low
CUST-025,2025-07-01,v3.1,6640504,0.99921,1725,32,21,low
CUST-025,2025-08-01,v3.1,7253699,0.9986,2059,44,22,low
CUST-025,2025-09-01,v3.2,8171662,0.9986,2114,46,16,low
CUST-025,2025-10-01,v3.2,7149802,0.9999,2574,45,4,low
CUST-025,2025-11-01,v3.2,7808849,0.99962,2906,37,16,low
CUST-025,2025-12-01,v3.2,9295927,0.99941,3565,72,21,low
CUST-026,2025-01-01,v3.0,7669387,0.99923,2596,30,23,low
CUST-026,2025-02-01,v3.0,6406157,0.99983,2443,53,14,low
CUST-026,2025-03-01,v3.0,7710677,0.99874,2191,34,21,low
CUST-026,2025-04-01,v3.0,6104491,0.99967,1830,29,15,low
CUST-026,2025-05-01,v3.1,6252411,0.99907,2007,21,12,low
CUST-026,2025-06-01,v3.1,7679485,0.99938,2204,25,11,low
CUST-026,2025-07-01,v3.1,8773642,0.99887,2416,46,18,low
CUST-026,2025-08-01,v3.1,7893318,0.99932,2180,14,17,low
CUST-026,2025-09-01,v3.2,8041357,0.9989,2940,40,1,low
CUST-026,2025-10-01,v3.2,7646648,0.99962,2766,43,10,low
CUST-026,2025-11-01,v3.2,8187686,0.99856,2802,22,13,low
CUST-026,2025-12-01,v3.2,7701498,0.99894,2087,18,6,low
CUST-027,2025-01-01,v3.0,7261266,0.99866,1908,21,16,low
CUST-027,2025-02-01,v3.0,7355497,0.99871,1941,27,10,low
CUST-027,2025-03-01,v3.0,6551897,0.99951,1733,32,5,low
CUST-027,2025-04-01,v3.0,6746298,0.99979,2401,20,13,low
CUST-027,2025-05-01,v3.1,8774541,0.99853,2251,39,16,low
CUST-027,2025-06-01,v3.1,6592638,0.99963,1800,34,17,low
CUST-027,2025-07-01,v3.1,7467728,0.99905,2349,41,10,low
CUST-027,2025-08-01,v3.1,7017921,0.99531,2052,31,16,medium
CUST-027,2025-09-01,v3.2,7962305,0.99128,2972,30,20,medium
CUST-027,2025-10-01,v3.2,8878519,0.99112,2916,29,20,medium
CUST-027,2025-11-01,v3.2,8176589,0.994,2198,39,9,medium
CUST-027,2025-12-01,v3.2,9137068,0.99211,2726,59,16,medium
CUST-028,2025-01-01,v3.0,7582676,0.99853,1995,24,24,low
CUST-028,2025-02-01,v3.0,7816494,0.99872,2598,29,13,low
CUST-028,2025-03-01,v3.0,6909939,0.99859,2114,18,14,low
CUST-028,2025-04-01,v3.0,7537567,0.99888,2674,33,14,low
CUST-028,2025-05-01,v3.1,6809242,0.99931,1825,40,11,low
CUST-028,2025-06-01,v3.1,7399051,0.99902,2061,15,16,low
CUST-028,2025-07-01,v3.1,7756221,0.99911,2267,38,6,low
CUST-028,2025-08-01,v3.1,6768138,0.9987,2150,23,23,low
CUST-028,2025-09-01,v3.2,7834131,0.99895,2023,15,5,low
CUST-028,2025-10-01,v3.2,6961826,0.99886,1892,17,16,low
CUST-028,2025-11-01,v3.2,8977170,0.99872,2653,32,18,low
CUST-028,2025-12-01,v3.2,7520263,0.99926,1974,23,5,low
CUST-029,2025-01-01,v3.0,6538917,0.99893,1904,33,6,low
CUST-029,2025-02-01,v3.0,8179662,0.99876,2122,14,18,low
CUST-029,2025-03-01,v3.0,7857123,0.99872,2547,27,7,low
CUST-029,2025-04-01,v3.0,6071410,0.99899,2259,38,20,low
CUST-029,2025-05-01,v3.1,7339679,0.99885,2371,32,14,low
CUST-029,2025-06-01,v3.1,8453390,0.99913,2450,49,14,low
CUST-029,2025-07-01,v3.1,7158855,0.99924,2254,30,23,low
CUST-029,2025-08-01,v3.1,6935211,0.99896,2252,33,19,low
CUST-029,2025-09-01,v3.2,8092376,0.99956,2614,40,18,low
CUST-029,2025-10-01,v3.2,7008877,0.99982,2004,24,5,low
CUST-029,2025-11-01,v3.2,8194392,0.99893,2806,52,22,low
CUST-029,2025-12-01,v3.2,6906455,0.99931,2653,28,12,low
CUST-030,2025-01-01,v3.0,7439551,0.99923,2011,40,23,low
CUST-030,2025-02-01,v3.0,6342314,0.99932,1891,38,4,low
CUST-030,2025-03-01,v3.0,7610325,0.99865,1970,12,3,low
CUST-030,2025-04-01,v3.0,7985937,0.99891,2803,52,19,low
CUST-030,2025-05-01,v3.1,7233130,0.99921,2290,29,20,low
CUST-030,2025-06-01,v3.1,8168641,0.99885,2958,35,11,low
CUST-030,2025-07-01,v3.1,8021696,0.99978,2831,35,23,low
CUST-030,2025-08-01,v3.1,8095840,0.99916,2285,31,19,low
CUST-030,2025-09-01,v3.2,8406188,0.99889,3048,39,2,low
CUST-030,2025-10-01,v3.2,7753336,0.99975,2652,46,7,low
CUST-030,2025-11-01,v3.2,8292786,0.99974,2863,27,7,low
CUST-030,2025-12-01,v3.2,8630369,0.99888,2236,31,23,low
CUST-031,2025-01-01,v3.0,8235010,0.99867,2814,60,2,low
CUST-031,2025-02-01,v3.0,7459799,0.99983,2792,28,5,low
CUST-031,2025-03-01,v3.0,6761344,0.99928,2210,40,10,low
CUST-031,2025-04-01,v3.0,8485709,0.99875,2692,52,3,low
CUST-031,2025-05-01,v3.1,6262618,0.99934,1649,19,9,low
CUST-031,2025-06-01,v3.1,6422500,0.9999,1836,40,1,low
CUST-031,2025-07-01,v3.1,9036580,0.99951,2870,59,24,low
CUST-031,2025-08-01,v3.1,6601774,0.99912,1995,21,20,low
CUST-031,2025-09-01,v3.2,6680473,0.9985,2327,27,22,low
CUST-031,2025-10-01,v3.2,8099061,0.99949,2671,56,21,low
CUST-031,2025-11-01,v3.2,7445723,0.99876,2708,32,10,low
CUST-031,2025-12-01,v3.2,8307315,0.99963,2272,48,11,low
CUST-032,2025-01-01,v3.0,7031083,0.99865,2580,16,4,low
CUST-032,2025-02-01,v3.0,6308296,0.99941,2153,30,9,low
CUST-032,2025-03-01,v3.0,8527037,0.99884,2976,40,17,low
CUST-032,2025-04-01,v3.0,6136845,0.99907,2129,43,14,low
CUST-032,2025-05-01,v3.1,8270687,0.99884,2371,47,5,low
CUST-032,2025-06-01,v3.1,6643627,0.99977,2238,28,15,low
CUST-032,2025-07-01,v3.1,8323851,0.99861,2490,19,3,low
CUST-032,2025-08-01,v3.1,6552773,0.99883,2427,25,14,low
CUST-032,2025-09-01,v3.2,9249478,0.99867,2541,35,18,low
CUST-032,2025-10-01,v3.2,8301371,0.99982,2678,24,20,low
CUST-032,2025-11-01,v3.2,9730059,0.99968,3140,46,4,low
CUST-032,2025-12-01,v3.2,8356311,0.99939,2329,29,2,low
CUST-033,2025-01-01,v3.0,1899408,0.99927,628,9,1,low
